INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,SUSPECT_AGE,OFFICER_GENDER,OFFICER_RACE,SNA_NEIGHBORHOOD,CPD_NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD,
9466,07/02/2018 02:36:00 PM,2018-237533,CPD180702000943,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,47XX GUERLEY RD,39.117683295171,-84.5954653189945,MALE,BLACK,ADULT,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL,
-6043,05/09/2002 10:36:00 PM,20020295,P021291707,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,15XX DANA AV,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A,
-2324,02/02/1999 03:50:00 PM,9900091,P990330658,DISTRICT 5,9826,INJURY TO PRISONER,1000SYCAMORE,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-7144,07/14/2003 08:55:00 PM,20030569,P031951431,DISTRICT 1,9826,INJURY TO PRISONER,3XX EZZARD CHARLES DR,39.1101720012991,-84.520919034775,MALE,WHITE,UNKNOWN,MALE,WHITE,WEST END,WEST  END,WEST END,
-2680,06/20/1999 01:05:00 AM,9900448,P991710115,DISTRICT 4,9825,CHEMICAL IRRITANT,XX  GLENWOOD,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
726,06/26/2004 05:00:00 PM,2005-61403,P041781143,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,27XX VINE ST,,,MALE,BLACK,JUVENILE,FEMALE,WHITE,N/A,N/A,N/A,
-785,07/01/1997 07:00:00 PM,9700432,P971821114,DISTRICT 3,9825,CHEMICAL IRRITANT,25XX HARRISON AV,39.1414416767652,-84.5852827151757,FEMALE,BLACK,UNKNOWN,FEMALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD,
5479,08/23/2010 12:37:00 AM,2010-147267,LCP100822001466,DISTRICT 3,9826,INJURY TO PRISONER,16XX SUTTER AV CINTI OHIO 45225,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
5479,08/23/2010 12:37:00 AM,2010-147267,LCP100822001466,DISTRICT 3,9826,INJURY TO PRISONER,16XX SUTTER AV CINTI OHIO 45225,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
9283,01/22/2018 10:50:00 PM,2018-233398,LCP180122001547,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,16XX DEWEY AV,39.1182000453947,-84.5817883684961,MALE,BLACK,ADULT,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL,
-1838,08/07/1998 01:00:00 AM,9800598,P982190069,DISTRICT 4,9826,INJURY TO PRISONER,31XX HARVEY,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-1838,08/07/1998 01:00:00 AM,9800598,P982190069,DISTRICT 4,9826,INJURY TO PRISONER,31XX HARVEY,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-3613,04/05/2000 07:14:00 PM,20000304,P000961272,DISTRICT 5,9825,CHEMICAL IRRITANT,11XX WBEND,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A,
9873,01/13/2019 12:32:00 PM,2019-243477,LCP190113000530,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,40XX W LIBERTY ST,39.1177285606997,-84.5791851099815,MALE,BLACK,ADULT,MALE,BLACK,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL,
8723,12/20/2016 11:41:00 AM,2016-220285,LCP161220000508,CENTRAL BUSINESS DISTRICT,9826,INJURY TO PRISONER,10XX SYCAMORE ST CINCINNATI OHIO 45202,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
-2878,08/05/1999 03:08:00 AM,9900646,P992170208,DISTRICT 3,9826,INJURY TO PRISONER,20XX WESTWOOD NORTHERN,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A,
-2565,04/27/1999 07:38:00 PM,9900333,P991171083,DISTRICT 2,9826,INJURY TO PRISONER,22XX  BEECHMONT,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-5658,11/26/2001 01:21:00 PM,20011087,P013300704,DISTRICT 4,9826,INJURY TO PRISONER,38XX READING RD,39.1536033400068,-84.4834991305726,MALE,BLACK,UNKNOWN,MALE,WHITE,NORTH AVONDALE - PADDOCK HILLS,NORTH AVONDALE,NORTH AVONDALE,
8123,09/27/2015 12:47:00 AM,2015-205633,150926001701,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX MAIN ST,39.1098594314061,-84.5111054794182,MALE,BLACK,ADULT,FEMALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
9671,11/21/2018 09:00:00 PM,2018-242224,CPD181121001325,DISTRICT 3,9826,INJURY TO PRISONER,25XX TREVOR PL CINCINNATI OH 45225,,,FEMALE,WHITE,ADULT,FEMALE,WHITE,N/A,N/A,N/A,
7402,04/18/2014 10:00:00 PM,2014-191026,LCP140418001769,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,10XX MARSHALL AV,39.1315619957159,-84.5330119832791,MALE,WHITE,ADULT,MALE,BLACK,CAMP WASHINGTON,CAMP  WASHINGTON,CAMP WASHINGTON,
8940,05/30/2017 08:41:55 PM,2017-225128,CPD170530001733,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,30XX MCHENRY AV,39.1419296989754,-84.5777062790025,MALE,BLACK,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD,
1493,07/31/2005 04:37:00 PM,2005-72120,P052121013,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,14XX STATE AV,39.1152620669279,-84.5500379011422,MALE,WHITE,ADULT,MALE,BLACK,EAST PRICE HILL,LOWER PRICE  HILL,LOWER PRICE HILL,
-6881,04/21/2003 12:38:00 AM,20030305,P031110034,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,27XX HACKBERRY ST,39.1280998531243,-84.4760259311532,MALE,BLACK,UNKNOWN,MALE,WHITE,EAST WALNUT HILLS,EAST WALNUT HILLS,EAST WALNUT HILLS,
6473,05/16/2012 04:26:00 PM,2012-170105,LCP120516001107,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,53XX BAHAMA TER,39.1890273056037,-84.5673711969121,FEMALE,BLACK,ADULT,MALE,WHITE,MT. AIRY,MOUNT AIRY,MOUNT AIRY,
3188,05/25/2007 01:36:00 AM,2007-98816,P071450135,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX E COURT ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
2045,03/02/2006 11:20:00 PM,2006-79330,P060611904,DISTRICT 4,9826,INJURY TO PRISONER,27XX VINE ST,,,MALE,BLACK,ADULT,FEMALE,WHITE,N/A,N/A,N/A,
3930,05/03/2008 09:09:00 PM,2008-113550,LCP080503001642,DISTRICT 3,9826,INJURY TO PRISONER,31XX RIVER RD,39.0880202539944,-84.5743030529339,MALE,WHITE,ADULT,MALE,WHITE,RIVERSIDE,RIVERSIDE,SEDAMSVILLE,
7792,03/12/2015 02:38:00 AM,2015-199768,LCP150312000108,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,16XX LINN ST,39.1136198706928,-84.5269378098062,MALE,BLACK,ADULT,FEMALE,WHITE,WEST END,WEST  END,WEST END,
-7304,09/06/2003 02:47:00 PM,20030729,P032490833,DISTRICT 2,9826,INJURY TO PRISONER,49XX BOUTON PL,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-2397,02/28/1999 02:22:00 AM,9900165,P990590129,DISTRICT 3,9826,INJURY TO PRISONER,18XX KNOX,,,MALE,WHITE,UNKNOWN,MALE,BLACK,N/A,N/A,N/A,
-392,01/23/1997 09:50:00 PM,9700031,P970231178,DISTRICT 5,9825,CHEMICAL IRRITANT,16XX CHASE AV,39.1635014005537,-84.5407112131176,FEMALE,WHITE,UNKNOWN,FEMALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE,
337,11/29/2004 05:49:00 PM,2004-52415,P043341150,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX DEXTER AV 45207,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A,
7624,10/10/2014 01:15:00 AM,2014-195282,LCP141010000068,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX PLEASANT ST,,,MALE,BLACK,ADULT,FEMALE,WHITE,N/A,N/A,N/A,
5003,11/10/2009 09:28:57 PM,2009-137727,LCP091110001663,DISTRICT 4,9826,INJURY TO PRISONER,4XX OAK ST,39.1316666900193,-84.5007355016949,MALE,BLACK,ADULT,MALE,TWO OR MORE,AVONDALE,AVONDALE,AVONDALE,
-956,08/29/1997 11:10:00 PM,9700607,P972411470,DISTRICT 1,9825,CHEMICAL IRRITANT,16XX LOCKHURST LN,39.1141668160909,-84.5296724396295,FEMALE,BLACK,UNKNOWN,FEMALE,WHITE,WEST END,WEST  END,WEST END,
-6287,08/12/2002 08:50:00 PM,20020542,P022241609,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,39XX BORDEN ST,39.1568638450756,-84.5493687877361,MALE,BLACK,UNKNOWN,MALE,BLACK,SOUTH CUMMINSVILLE,S.. CUMMINSVILLE,SOUTH CUMMINSVILLE,
9670,11/21/2018 02:20:00 PM,2018-242215,CPD181121000747,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX DORCHESTER AV,39.1174065182668,-84.5056189004313,MALE,WHITE,ADULT,MALE,WHITE,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN,
-2694,06/09/1999 12:45:00 AM,9900462,P991600055,DISTRICT 3,9825,CHEMICAL IRRITANT,28XX  WARSAW,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
6283,12/21/2011 08:32:00 PM,2012-164992,LCP111221001533,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,25XX W NORTHBEND RD,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
-5902,03/24/2002 02:40:00 AM,20020153,P020830166,DISTRICT 1,9825,CHEMICAL IRRITANT,11XX MAIN ST,39.1093501466187,-84.5115047784439,MALE,WHITE,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
-7487,12/29/2003 01:08:00 PM,20030914,P033630781,DISTRICT 5,9826,INJURY TO PRISONER,30XX COLERAIN AVNUE,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A,
-967,08/27/1997 08:47:00 PM,9700618,P97239286,DISTRICT 5,9825,CHEMICAL IRRITANT,41XX HAMILTON AV,39.1598329425792,-84.5389390556388,FEMALE,WHITE,UNKNOWN,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE,
9495,07/31/2018 02:48:00 PM,2018-238611,CPD180731000732,DISTRICT 4,9826,INJURY TO PRISONER,23XX HIGHLAND AV,39.1245101553813,-84.5046121520742,MALE,WHITE,ADULT,FEMALE,WHITE,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN,
-777,06/25/1997 10:15:00 PM,9700424,P971761414,DISTRICT 1,9825,CHEMICAL IRRITANT,9XX SYCAMORE ST,39.1066310672475,-84.5092092515303,MALE,BLACK,UNKNOWN,FEMALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN,
1853,12/27/2005 08:32:00 AM,2005-76894,P053610304,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,77XX STILLWELL RD,39.2028698702663,-84.4574419284959,MALE,BLACK,ADULT,MALE,BLACK,ROSELAWN,ROSELAWN,ROSELAWN,
986,02/04/2005 01:55:00 AM,2005-64341,P050350142,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,6XX RACE ST,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A,
986,02/04/2005 01:55:00 AM,2005-64341,P050350142,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,6XX RACE ST,,,MALE,WHITE,ADULT,MALE,WHITE,N/A,N/A,N/A,
-1625,05/28/1998 02:01:00 AM,9800383,P981480111,DISTRICT 1,9825,CHEMICAL IRRITANT,1XX E MCMICKEN,,,OTHER,UNKNOWN,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-6245,08/11/2002 02:05:00 AM,20020499,P022230151,DISTRICT 1,9825,CHEMICAL IRRITANT,9XX PAVILION ST,,,MALE,WHITE,UNKNOWN,MALE,BLACK,N/A,N/A,N/A,
4016,06/06/2008 11:15:00 PM,2008-115358,LCP080606002130,DISTRICT 3,9826,INJURY TO PRISONER,9XX ELBERON AV,39.1078784046504,-84.5660720438661,MALE,BLACK,ADULT,FEMALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL,
4386,11/07/2008 11:12:00 PM,2008-124287,LCP081107001864,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,XX E LIBERTY ST,39.1124970332642,-84.5155802471222,FEMALE,WHITE,ADULT,FEMALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
2581,09/06/2006 11:10:00 PM,2006-88016,P062491968,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,3XX MULBERRY ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
6377,04/02/2012 02:34:00 PM,2012-167777,LCP120402000919,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX LEXINGTON,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
-8182,08/27/2004 02:03:00 PM,20040686,P042400881,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX RACE ST,,,FEMALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-3377,01/14/2000 02:50:00 AM,20000065,P000140130,DISTRICT 4,9825,CHEMICAL IRRITANT,8XX LINCOLN AV,39.1331547932141,-84.4897053554837,MALE,BLACK,UNKNOWN,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS,
-236,10/29/1996 11:45:00 PM,9600391,P963031404,DISTRICT 4,9825,CHEMICAL IRRITANT,26XX VINE ST,,,MALE,WHITE,UNKNOWN,FEMALE,BLACK,N/A,N/A,N/A,
7702,12/18/2014 02:20:00 PM,2014-197411,LCP141218000748,VORTEX UNIT,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,55XX COLERAIN AV CINCINNATI OH,,,MALE,BLACK,ADULT,MALE,BLACK,N/A,N/A,N/A,
298,11/17/2004 12:21:00 AM,2004-51945,P043220031,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,20XX STATE AV,39.1217268882946,-84.5438779695808,MALE,WHITE,ADULT,MALE,HISPANIC/LATINO,LOWER PRICE HILL,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT,
-4892,04/10/2001 03:00:00 PM,20010311,,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX W ELDER,,,FEMALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-8130,08/20/2004 02:20:00 AM,20040634,P042330140,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,7XX W PETE ROSE WAY,,,MALE,BLACK,UNKNOWN,MALE,NATIVE HAWAIIAN,N/A,N/A,N/A,
-4356,10/29/2000 01:15:00 AM,20001053,P003030140,DISTRICT 4,9825,CHEMICAL IRRITANT,XX W 66TH ST,39.1906947714743,-84.4860703582021,MALE,WHITE,UNKNOWN,FEMALE,WHITE,CARTHAGE,CARTHAGE,CARTHAGE,
453,06/07/2003 09:04:00 PM,2005-60152,P031581612,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,60XX KELLOGG AV,39.0617307170314,-84.4250879410815,MALE,WHITE,ADULT,MALE,BLACK,CALIFORNIA,CALIFORNIA,CALIFORNIA,
6241,12/14/2011 05:24:00 PM,2011-164190,LCP111214001206,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,24XX MAY ST,39.126319515931,-84.4951718454429,MALE,BLACK,ADULT,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS,
-2836,07/27/1999 04:23:00 PM,9900604,P992080937,DISTRICT 5,9825,CHEMICAL IRRITANT,46XX KINGS RUN,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
6518,06/29/2012 11:34:00 PM,2012-171075,LCP120629001945,DISTRICT 5,8223,WEAPON DISCHARGE AT AN ANIMAL,43XX BEECH HILL AV,39.1674001306337,-84.5366913512964,MALE,BLACK,ADULT,FEMALE,BLACK,NORTHSIDE,NORTHSIDE,NORTHSIDE,
-4166,09/11/2000 09:20:00 AM,20000862,P002550396,DISTRICT 3,9826,INJURY TO PRISONER,10XX WELLS AV,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
1877,01/06/2006 02:38:00 PM,2006-77235,P060060778,DISTRICT 1,9826,INJURY TO PRISONER,15XX ELM ST,39.1118896197476,-84.519766714172,MALE,WHITE,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
-1447,03/08/1998 02:00:00 AM,9800201,P980670143,DISTRICT 3,9826,INJURY TO PRISONER,45XX W EIGTH ST,,,MALE,WHITE,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
4325,11/05/2008 09:02:00 PM,2008-122748,LCP081105001679,DISTRICT 3,9826,INJURY TO PRISONER,7XX BURNS ST,39.1036576171412,-84.5501239870712,MALE,WHITE,ADULT,MALE,WHITE,LOWER PRICE HILL,LOWER PRICE  HILL,LOWER PRICE HILL,
9633,10/19/2018 04:12:00 PM,2018-241209,CPD181019001094,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,53XX BAHAMA TER,39.1887845414296,-84.5661684958747,MALE,BLACK,JUVENILE,MALE,WHITE,MT. AIRY,MOUNT AIRY,MOUNT AIRY,
-3463,02/23/2000 08:32:00 AM,20000152,P000540294,DISTRICT 5,9826,INJURY TO PRISONER,20XX WLIFTON,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A,
-1277,01/11/1998 03:33:00 AM,9800026,P980110239,DISTRICT 3,9825,CHEMICAL IRRITANT,17XX CARLL ST,39.135036696667,-84.5531650382118,MALE,BLACK,UNKNOWN,MALE,WHITE,NORTH FAIRMOUNT,NORTH FAIRMOUNT,NORTH FAIRMOUNT,
-5687,12/06/2001 01:28:00 AM,20011116,P013400079,DISTRICT 4,9825,CHEMICAL IRRITANT,29XX BURNET AV,39.1326558430829,-84.5005146944267,MALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE,
-408,02/04/1997 12:30:00 AM,9700047,P970350023,DISTRICT 1,9825,CHEMICAL IRRITANT,12XX REPUBLIC ST,39.1081600115066,-84.5164366753575,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
-5845,02/19/2002 07:30:00 PM,20020096,P020501293,DISTRICT 1,9825,CHEMICAL IRRITANT,6XX WALNUT ST 09,,,MALE,WHITE,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A,
7846,04/07/2015 12:05:00 PM,2015-201223,LCP150406001633,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,17XX FAIRFAX AV,39.1356124042817,-84.4736054980871,MALE,BLACK,ADULT,MALE,BLACK,EVANSTON,EVANSTON,EVANSTON,
5139,02/06/2010 06:05:00 PM,2010-140313,LCP00206000872,DISTRICT 4,9825,CHEMICAL IRRITANT,X W 73RD ST,39.1969837504276,-84.4793255262128,MALE,WHITE,ADULT,MALE,BLACK,CARTHAGE,CARTHAGE,CARTHAGE,
-6868,04/21/2003 03:15:00 AM,20030292,P031110134,DISTRICT 4,9825,CHEMICAL IRRITANT,17XX SEYMOUR AV,39.1921076856468,-84.4652954324217,MALE,BLACK,UNKNOWN,MALE,BLACK,ROSELAWN,ROSELAWN,ROSELAWN,
1813,12/06/2005 11:31:00 AM,2005-76090,P053400702,DISTRICT 1,9826,INJURY TO PRISONER,10XX MAIN ST,39.1075991618575,-84.5097392263236,MALE,WHITE,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN,
4606,04/13/2009 03:00:00 AM,2009-128919,LCP090413000112,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,32XX GILBERT AV,39.1381417592905,-84.4760686574687,MALE,BLACK,ADULT,MALE,WHITE,EVANSTON,EVANSTON,EVANSTON,
-6927,05/06/2003 04:51:00 PM,20030351,P031261263,DISTRICT 1,9825,CHEMICAL IRRITANT,XX W FOURTEENTH ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-3384,01/21/2000 01:59:00 AM,20000072,P000210105,DISTRICT 4,9825,CHEMICAL IRRITANT,8XX BEECHER ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-4951,04/10/2001 11:00:00 PM,20010370,P011000806,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,14TH STREET AT VINE STREET,,,OTHER,UNKNOWN,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-1082,09/24/1997 05:30:00 AM,9701323,P972670188,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,22XX QUEEN CITY AV,39.1283759695385,-84.575484116304,MALE,WHITE,UNKNOWN,MALE,WHITE,WEST PRICE HILL,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT,
-6875,04/21/2003 04:35:00 PM,20030299,P031111027,DISTRICT 1,9826,INJURY TO PRISONER,2XX W MCMICKEN AV,39.1200193895079,-84.5242044297953,MALE,BLACK,UNKNOWN,FEMALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR,
2501,08/09/2006 07:37:00 PM,2006-86738,P062211662,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX W MCMICKEN AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
2501,08/09/2006 07:37:00 PM,2006-86738,P062211662,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX W MCMICKEN AV,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
4864,07/27/2009 05:15:00 PM,2009-134570,LCP090727001261,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,15XX VINE ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
4864,07/27/2009 05:15:00 PM,2009-134570,LCP090727001261,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,15XX VINE ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
4864,07/27/2009 05:15:00 PM,2009-134570,LCP090727001261,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,15XX VINE ST,,,MALE,BLACK,ADULT,MALE,WHITE,N/A,N/A,N/A,
-2122,11/24/1998 04:23:00 PM,9800883,NONE,DISTRICT 4,9825,CHEMICAL IRRITANT,41XX READING,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-2012,09/27/1998 02:42:00 AM,9800773,P982700174,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,48XX HAMILTON AV,39.1812202647548,-84.54488573308,MALE,BLACK,UNKNOWN,MALE,WHITE,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL,
-3510,03/06/2000 01:20:00 AM,20000199,P000660092,DISTRICT 2,9826,INJURY TO PRISONER,36XX NORTHDALE,,,MALE,BLACK,UNKNOWN,MALE,BLACK,N/A,N/A,N/A,
-1233,12/20/1997 10:18:00 PM,9701483,P973541179,DISTRICT 3,9826,INJURY TO PRISONER,24XX HARRISON AV,39.1415582340065,-84.5823451327118,MALE,WHITE,UNKNOWN,FEMALE,BLACK,WESTWOOD,WESTWOOD,WESTWOOD,
-2539,04/21/1999 06:49:00 PM,9900307,P991111106,DISTRICT 3,9825,CHEMICAL IRRITANT,37XX  BORDEN,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A,
-4616,01/17/2001 03:01:00 PM,20010032,P010170827,DISTRICT 2,9825,CHEMICAL IRRITANT,50XX MADISON RD,39.1635106214619,-84.4071227151978,MALE,BLACK,UNKNOWN,FEMALE,BLACK,MADISONVILLE,MADISONVILLE,MADISONVILLE,
-8052,07/30/2004 07:53:00 PM,20040554,P042121693,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,7XX RIDGEWAY AVNUE,,,MALE,BLACK,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A,
6598,08/17/2012 06:33:00 PM,2012-172863,LCP120817001445,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,8XX YORK ST,39.1179340192786,-84.5283733873838,MALE,BLACK,ADULT,MALE,WHITE,WEST END,WEST  END,WEST END,
-7315,09/24/2003 01:20:00 AM,20030740,P032670079,DISTRICT 4,9826,INJURY TO PRISONER,49XX READING RD,39.1768486849855,-84.4659521811952,MALE,BLACK,UNKNOWN,MALE,WHITE,BOND HILL,BONDHILL,BOND HILL,
-2480,03/27/1999 02:58:00 AM,9900248,P990860084,DISTRICT 4,9825,CHEMICAL IRRITANT,41XX READING,,,FEMALE,WHITE,UNKNOWN,FEMALE,WHITE,N/A,N/A,N/A,
-6978,06/02/2003 01:01:00 AM,20030403,P031530064,DISTRICT 4,9826,INJURY TO PRISONER,36XX ALASKA AV,39.1505498051874,-84.4990716623566,MALE,BLACK,UNKNOWN,MALE,BLACK,AVONDALE,AVONDALE,AVONDALE,
-6682,02/09/2003 06:55:00 PM,20030105,P030400986,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,12XX VINE ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-6682,02/09/2003 06:55:00 PM,20030105,P030400986,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,12XX VINE ST,,,MALE,BLACK,UNKNOWN,MALE,WHITE,N/A,N/A,N/A,
-732,05/24/1997 07:20:00 PM,9700378,P971441072,DISTRICT 2,9826,INJURY TO PRISONER,7XX TUSCULUM AV,39.1140082110326,-84.4278037869348,MALE,WHITE,UNKNOWN,MALE,WHITE,COLUMBIA TUSCULUM,COLUMBIA / TUSCULUM,COLUMBIA TUSCULUM,
-1716,05/20/1998 11:20:00 PM,9800475,P981401335,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,34XX MCHENRY AV,39.1508033045249,-84.5702404415187,MALE,BLACK,UNKNOWN,MALE,WHITE,EAST WESTWOOD,EAST  WESTWOOD,EAST WESTWOOD,
